url,year,source
https://www.aljazeera.com/economy/2019/3/23/italy-joins-chinas-belt-and-road-initiative,2013,aljazeera
https://www.aljazeera.com/economy/2019/4/26/chinas-xi-pledges-to-fight-corruption-at-belt-and-road-summit,2013,aljazeera
https://www.aljazeera.com/economy/2019/4/27/who-will-benefit-from-chinas-belt-and-road-initiative,2013,aljazeera
https://www.aljazeera.com/economy/2020/1/17/chinas-xi-turns-to-myanmar-as-he-pushes-for-belt-and-road-plan,2013,aljazeera
https://www.aljazeera.com/economy/2020/7/16/new-china-deals-signal-belt-and-road-revival-in-pakistan,2013,aljazeera
https://www.aljazeera.com/economy/2025/10/21/us-china-now-in-a-very-different-kind-of-trade-war-experts-warn,2013,aljazeera
https://www.aljazeera.com/features/2023/4/25/can-china-replace-the-us-in-the-middle-east,2013,aljazeera
https://www.aljazeera.com/news/2019/3/20/muslim-countries-urged-to-press-china-end-crackdown-of-uighurs,2013,aljazeera
https://www.aljazeera.com/news/2019/7/22/cambodia-denies-deal-to-allow-chinese-forces-at-its-naval-base,2013,aljazeera
https://www.aljazeera.com/news/2020/10/12/world-bank-g20-may-agree-to-only-6-month-debt-relief-extension,2013,aljazeera
https://www.aljazeera.com/news/2022/6/27/g7-pledges-600bn-infrastructure-plan-to-counter-china,2013,aljazeera
https://www.aljazeera.com/news/2024/9/6/as-china-africa-woo-each-other-who-gains-more-its-complex-say-experts,2013,aljazeera
https://www.aljazeera.com/news/2025/12/17/how-can-ukraine-rebuild-china-ties-after-they-were-scarred-by-russias-war,2013,aljazeera
https://www.aljazeera.com/news/2025/2/7/china-blasts-us-as-panama-quits-belt-and-road-initiative,2013,aljazeera
https://www.aljazeera.com/news/2025/5/28/tidal-wave-how-75-nations-face-chinese-debt-crisis-in-2025,2013,aljazeera
https://www.aljazeera.com/opinions/2015/12/22/china-to-open-its-first-naval-base-in-africa,2013,aljazeera
https://www.aljazeera.com/opinions/2018/10/23/will-china-abandon-the-palestinians,2013,aljazeera
https://www.aljazeera.com/opinions/2019/8/28/china-enters-the-balkans,2013,aljazeera
https://www.aljazeera.com/opinions/2021/11/18/the-chinese-miracle-and-the-american-debacle,2013,aljazeera
https://www.aljazeera.com/opinions/2023/6/6/russia-faces-a-new-neighbourhood-threat-china,2013,aljazeera
https://www.brookings.edu/articles/africa-in-the-news-african-leaders-attend-china-one-belt-one-road-summit-violence-escalates-in-central-african-republic-and-cote-divoire-mutiny-ends/,2013,brookings
https://www.brookings.edu/articles/beijing-calling-assessing-chinas-growing-footprint-in-north-africa/,2013,brookings
https://www.brookings.edu/articles/china-india-relations-millennia-of-peaceful-coexistence-meet-modern-day-geopolitical-interests/,2013,brookings
https://www.brookings.edu/articles/chinas-one-belt-one-road-initiative-a-view-from-the-united-states/,2013,brookings
https://www.brookings.edu/articles/expanding-sino-maghreb-relations-morocco-and-tunisia/,2013,brookings
https://www.brookings.edu/articles/future-development-reads-chinas-belt-and-road-initiative/,2013,brookings
https://www.brookings.edu/articles/grading-chinas-belt-and-road/,2013,brookings
https://www.brookings.edu/articles/is-chinas-development-finance-a-challenge-to-the-international-order/,2013,brookings
https://www.brookings.edu/articles/one-year-on-the-role-of-the-china-international-development-cooperation-administration-remains-cloudy/,2013,brookings
https://www.brookings.edu/articles/protect-the-party-chinas-growing-influence-in-the-developing-world/,2013,brookings
https://www.brookings.edu/articles/seven-years-into-chinas-belt-and-road/,2013,brookings
https://www.brookings.edu/articles/signing-up-or-standing-aside-disaggregating-participation-in-chinas-belt-and-road-initiative/,2013,brookings
https://www.brookings.edu/articles/the-climate-of-chinese-checks-easing-global-warming-by-greening-chinese-foreign-infrastructure-investment/,2013,brookings
https://www.brookings.edu/articles/the-evolving-relationship-between-the-international-development-architecture-and-chinas-belt-and-road/,2013,brookings
https://www.brookings.edu/articles/the-political-significance-of-chinas-latest-commitments-to-africa/,2013,brookings
https://www.brookings.edu/articles/understanding-chinas-belt-and-road-infrastructure-projects-in-africa/,2013,brookings
https://www.brookings.edu/articles/where-progress-with-china-is-most-likely-and-where-it-isnt/,2013,brookings
https://www.brookings.edu/events/belt-and-road-initiative-towards-greater-cooperation-between-china-and-the-middle-east/,2013,brookings
https://www.brookings.edu/events/the-belt-and-road-initiative-china-middle-east-cooperation-in-an-age-of-geopolitical-turbulence/,2013,brookings
https://www.brookings.edu/opinions/de-hollande-a-macron-quelle-politique-pour-la-france-en-asie/,2013,brookings
https://www.csis.org/analysis/all-rise-belt-and-road-court-session,2013,csis
https://www.csis.org/analysis/analyzing-latest-xi-putin-meeting-and-chinas-belt-and-road-forum,2013,csis
https://www.csis.org/analysis/building-chinas-one-belt-one-road,2013,csis
https://www.csis.org/analysis/chinas-belt-and-road-full-holes,2013,csis
https://www.csis.org/analysis/chinas-belt-and-road-initiative-five-years-later,2013,csis
https://www.csis.org/analysis/chinas-belt-and-road-initiative-must-become-strategy,2013,csis
https://www.csis.org/analysis/chinas-maritime-silk-road-strategic-and-economic-implications-indo-pacific-region,2013,csis
https://www.csis.org/analysis/chinas-second-belt-and-road-forum,2013,csis
https://www.csis.org/analysis/chinese-multilateralism-and-promise-green-belt-and-road,2013,csis
https://www.csis.org/analysis/currency-manipulation-and-belt-road,2013,csis
https://www.csis.org/analysis/enabling-better-offer-how-does-west-counter-belt-and-road,2013,csis
https://www.csis.org/analysis/greening-or-greenwashing-belt-and-road-initiative,2013,csis
https://www.csis.org/analysis/how-big-chinas-belt-and-road,2013,csis
https://www.csis.org/analysis/president-xi-jinpings-belt-and-road-forum,2013,csis
https://www.csis.org/analysis/reinvention-or-restoration,2013,csis
https://www.csis.org/analysis/responding-chinas-growing-influence-ports-global-south,2013,csis
https://www.csis.org/analysis/western-balkans-chinese-characteristics,2013,csis
https://www.csis.org/events/belt-and-road-initiative-10-challenges-and-opportunities,2013,csis
https://www.csis.org/events/chinas-digital-silk-road,2013,csis
https://www.csis.org/events/report-launch-other-side-world,2013,csis
https://www.ft.com/content/0714074a-0334-11e7-aa5b-6bb07f5c8e12,2013,ft
https://www.ft.com/content/0e73c028-e754-11e4-8e3f-00144feab7de,2013,ft
https://www.ft.com/content/1c93d350-7e2c-11e9-81d2-f785092ab560,2013,ft
https://www.ft.com/content/22f97b67-a1ff-477b-981c-ee54d5c895d5,2013,ft
https://www.ft.com/content/2524222a-b66b-3605-a6f6-bc496787f0bd,2013,ft
https://www.ft.com/content/297beae8-7243-4d93-9fac-09e515e82972,2013,ft
https://www.ft.com/content/29dedffe-9a1c-11e8-88de-49c908b1f264,2013,ft
https://www.ft.com/content/2a0814cb-afdd-4c9a-8f5e-09f07ceb3d64,2013,ft
https://www.ft.com/content/3c437b42-c6f8-11e8-ba8f-ee390057b8c9,2013,ft
https://www.ft.com/content/470e2518-410b-4e78-9106-cf881dd43028,2013,ft
https://www.ft.com/content/47d63fec-9185-11e8-b639-7680cedcc421,2013,ft
https://www.ft.com/content/482c76f4-61c9-11e9-b285-3acd5d43599e,2013,ft
https://www.ft.com/content/49bdc916-5033-11e9-b401-8d9ef1626294,2013,ft
https://www.ft.com/content/83501dd5-fe6d-4169-9d83-28a8cf46e681,2013,ft
https://www.ft.com/content/96824505-7972-481f-9ac8-838c557a25a6,2013,ft
https://www.ft.com/content/9b2cb53f-e6f0-479e-bb94-a2e0c8680e88,2013,ft
https://www.ft.com/content/a2635ba1-198e-4014-8030-7e420edf34be,2013,ft
https://www.ft.com/content/b5ac3252-7ef2-307b-be9f-73ddb5d2bfde,2013,ft
https://www.ft.com/content/bcd3924a-75ca-11e7-a3e8-60495fe6ca71,2013,ft
https://www.ft.com/content/dff6b029-43af-46e7-947d-06981cd988ec,2013,ft
https://www.reuters.com/article/business/ambition-to-meet-reality-as-china-gathers-world-for-silk-road-summit-idUSKBN186314/,2013,reuters
https://www.reuters.com/article/business/belt-and-road-initiative-to-boost-chinese-lending-in-latam-idUSKBN1ZR2GF/,2013,reuters
https://www.reuters.com/article/business/chile-to-join-chinas-belt-and-road-initiative-idUSKCN1N65YC/,2013,reuters
https://www.reuters.com/article/business/china-to-curb-irrational-overseas-belt-and-road-investment-state-planner-idUSKCN1AY1UE/,2013,reuters
https://www.reuters.com/article/business/chinas-cosco-to-invest-in-kazakhstan-border-project-as-part-of-silk-road-drive-idUSL8N1IG0EJ/,2013,reuters
https://www.reuters.com/article/business/chinas-xi-says-belt-and-road-must-be-green-sustainable-idUSKCN1S104I/,2013,reuters
https://www.reuters.com/article/economy/china-to-recalibrate-belt-and-road-defend-scheme-against-criticism-idUSKCN1S00BP/,2013,reuters
https://www.reuters.com/article/us-china-m-a/exclusive-chinas-belt-and-road-acquisitionssurge-despite-outbound-capital-crackdown-idUSKCN1AW00K/,2013,reuters
https://www.reuters.com/article/us-china-private-equity/asean-focusedchina-fund-raising-up-to-3-billion-for-silk-road-projects-sources-idUSKBN1FC0SE/,2013,reuters
https://www.reuters.com/article/us-china-silkroad-investment/chinas-belt-and-road-investments-since-2013-total-60-billion-state-planner-idUSKBN1880ME/,2013,reuters
https://www.reuters.com/article/us-china-silkroad-xi/chinas-xi-touts-more-than-64-billion-in-belt-and-road-deals-idUSKCN1S308Q/,2013,reuters
https://www.reuters.com/article/world/belt-and-road-initiative-is-not-a-chinese-plot-xi-says-idUSKBN1HI1H7/,2013,reuters
https://www.reuters.com/article/world/china-pledges-124-billion-for-new-silk-road-as-champion-of-globalisation-idUSKBN18A01O/,2013,reuters
https://www.reuters.com/article/world/making-waves-in-west-china-luring-pacific-islands-with-belt-and-road-idUSKCN1NJ1C5/,2013,reuters
https://www.reuters.com/article/world/pressure-on-as-xis-belt-and-road-enshrined-in-chinese-party-charter-idUSKBN1CT1H9/,2013,reuters
https://www.reuters.com/markets/rates-bonds/eu-unveils-300-bln-euro-global-investment-scheme-2021-12-01/,2013,reuters
https://www.reuters.com/markets/us/china-meet-challenges-giant-belt-road-initiative-2021-11-19/,2013,reuters
https://www.reuters.com/plus/collaboration-is-key-for-the-belt-and-road-initiative,2013,reuters
https://www.reuters.com/world/china/china-belt-road-spending-dips-h1-with-no-investment-russia-research-2022-07-25/,2013,reuters
https://www.reuters.com/world/china/chinas-belt-road-plans-losing-momentum-opposition-debt-mount-study-2021-09-29/,2013,reuters
https://www.reuters.com/article/business/china-says-new-agency-will-improve-foreign-aid-coordination-idUSKCN1GP02J/,2014,reuters
https://www.reuters.com/article/economy/china-belt-and-road-power-investments-surge-from-2014-2019-study-idUSKCN1UP08V/,2014,reuters
https://www.reuters.com/article/europe-banques-abe-idFRL5N0RC1TW20140911/,2014,reuters
https://www.reuters.com/article/world/china-puts-gentler-face-on-belt-and-road-hits-back-at-critics-idUSKCN1S30CT/,2014,reuters
https://www.reuters.com/article/world/china-to-talk-new-silk-road-in-australia-no-deal-expected-yet-idUSKBN16S0DE/,2014,reuters
https://www.reuters.com/world/china/after-g7-pledge-eu-seeks-rival-chinas-belt-road-with-own-infrastructure-plan-2021-07-12/,2014,reuters
https://www.aljazeera.com/economy/2018/11/30/trumps-trade-war-with-china-how-we-got-here-what-happens-next,2015,aljazeera
https://www.aljazeera.com/economy/2018/6/9/china-hosts-regional-leaders-amid-us-tensions-over-trade-iran,2015,aljazeera
https://www.aljazeera.com/economy/2018/9/2/trade-deficit-tops-china-africa-summit-in-beijing,2015,aljazeera
https://www.aljazeera.com/economy/2018/9/4/at-china-africa-summit-officials-dismiss-debt-criticism,2015,aljazeera
https://www.aljazeera.com/economy/2019/10/13/china-nepal-sign-trade-infrastructure-and-security-deals,2015,aljazeera
https://www.aljazeera.com/economy/2019/11/11/greece-and-china-hail-strategic-partnership-as-us-and-eu-look-on,2015,aljazeera
https://www.aljazeera.com/economy/2019/8/8/china-to-bail-out-venezuelas-refineries-in-exchange-for-oil,2015,aljazeera
https://www.aljazeera.com/economy/2020/1/16/chinas-xi-makes-a-historic-visit-to-myanmar,2015,aljazeera
https://www.aljazeera.com/economy/2020/12/9/australia-2,2015,aljazeera
https://www.aljazeera.com/features/2022/10/14/analysis-does-chinas-palace-diplomacy-benefit-africa,2015,aljazeera
https://www.aljazeera.com/news/2019/10/8/kazakh-president-orders-probe-into-china-linked-transport-project,2015,aljazeera
https://www.aljazeera.com/news/2024/5/2/china-trying-to-develop-world-built-on-censorship-and-surveillance,2015,aljazeera
https://www.aljazeera.com/news/2025/5/22/pakistan-recommits-to-china-bond-amid-trump-shadow-over-india-ceasefire,2015,aljazeera
https://www.aljazeera.com/news/2025/6/16/chinas-xi-jinping-meets-central-asian-leaders-why-their-summit-matters,2015,aljazeera
https://www.aljazeera.com/news/2025/8/21/can-china-make-pakistan-and-the-taliban-friends-again,2015,aljazeera
https://www.aljazeera.com/opinions/2018/2/16/maldives-in-crisis-beijing-faces-tough-choices,2015,aljazeera
https://www.aljazeera.com/opinions/2020/7/29/nepal-is-walking-a-tightrope-between-india-and-china,2015,aljazeera
https://www.aljazeera.com/opinions/2020/9/8/what-is-behind-the-hype-about-the-new-iran-china-partnership,2015,aljazeera
https://www.csis.org/analysis/asias-infrastructure-contest-quantity-vs-quality,2015,csis
https://www.csis.org/analysis/bailing-out-chinas-belt-and-road,2015,csis
https://www.csis.org/analysis/china-and-russia-economic-unequals,2015,csis
https://www.csis.org/analysis/china-model-beijings-promotion-alternative-global-norms-and-standards,2015,csis
https://www.csis.org/analysis/china-pakistan-economic-corridor-five,2015,csis
https://www.csis.org/analysis/competing-chinas-digital-silk-road,2015,csis
https://www.csis.org/analysis/development-response-anti-corruption,2015,csis
https://www.csis.org/analysis/dfis-drive-development-agenda-center-stage,2015,csis
https://www.csis.org/analysis/g7s-new-global-infrastructure-initiative,2015,csis
https://www.csis.org/analysis/how-xi-jinpings-new-era-should-have-ended-us-debate-beijings-ambitions,2015,csis
https://www.csis.org/analysis/its-debt-trap-managing-china-imf-cooperation-across-belt-and-road,2015,csis
https://www.csis.org/analysis/japans-strategic-interests-global-south-indo-pacific-strategy,2015,csis
https://www.csis.org/analysis/predatory-economics-and-china-challenge,2015,csis
https://www.csis.org/analysis/quadrilateral-security-dialogue-and-maritime-silk-road-initiative,2015,csis
https://www.csis.org/analysis/southeast-asia-financial-integration-and-infrastructure-investment-what-role-united-states,2015,csis
https://www.csis.org/analysis/southeast-asia-scott-circle-southeast-asia-plans-its-own-future-after-shangri-la,2015,csis
https://www.ft.com/belt-and-road-initiative?page=10,2015,ft
https://www.ft.com/chinese-politics-policy?page=197,2015,ft
https://www.ft.com/chinese-trade?mhq5j=e1&page=187,2015,ft
https://www.ft.com/chinese-trade?mhq5j=e1&page=188,2015,ft
https://www.ft.com/chinese-trade?mhq5j=e5&page=187,2015,ft
https://www.ft.com/chinese-trade?page=185,2015,ft
https://www.ft.com/content/6c59f0c4-a2bc-11e7-9e4f-7f5e6a7c98a2,2015,ft
https://www.ft.com/content/88d584a2-385e-11e7-821a-6027b8a20f23,2015,ft
https://www.ft.com/content/8ec30baf-69e9-4d73-aa25-13668dcb659f,2015,ft
https://www.ft.com/content/a1b0e858-d2eb-11e8-a9f2-7574db66bcd5,2015,ft
https://www.ft.com/content/dd55c5e4-ba94-33b2-bcaf-c6d4dc042824,2015,ft
https://www.ft.com/content/e7a08b54-9554-11e8-b747-fb1e803ee64e,2015,ft
https://www.ft.com/content/f965fa22-9be4-11e8-9702-5946bae86e6d,2015,ft
https://www.ft.com/northern-powerhouse?page=5,2015,ft
https://www.ft.com/stream/36c86cf5-4ae1-4588-9ea1-f530b3e59e5a?page=2,2015,ft
https://www.ft.com/stream/37100d82-40c5-43e0-818d-aed351dda613,2015,ft
https://www.ft.com/stream/e2aedd32-206b-32c2-964a-9619a42353d6?page=9,2015,ft
https://www.brookings.edu/articles/2024-focac-beijing-summit-a-new-chapter/,2021,brookings
https://www.brookings.edu/articles/biden-must-make-china-more-accountable-for-its-belt-and-road-initiative/,2021,brookings
https://www.brookings.edu/articles/bonding-over-beijing/,2021,brookings
https://www.brookings.edu/articles/can-china-fill-the-void-in-foreign-aid/,2021,brookings
https://www.brookings.edu/articles/china-in-the-mediterranean-implications-of-expanding-sino-north-africa-relations/,2021,brookings
https://www.brookings.edu/articles/china-is-not-10-feet-tall/,2021,brookings
https://www.brookings.edu/articles/chinas-belt-and-road-initiative-is-poised-to-transform-the-clean-energy-industry/,2021,brookings
https://www.brookings.edu/articles/chinas-belt-and-road-the-new-geopolitics-of-global-infrastructure-development/,2021,brookings
https://www.brookings.edu/articles/chinas-response-to-american-led-containment-and-suppression/,2021,brookings
https://www.brookings.edu/articles/forecasting-chinas-strategy-in-the-middle-east-over-the-next-four-years/,2021,brookings
https://www.brookings.edu/articles/how-should-the-g-7-respond-to-chinas-bri/,2021,brookings
https://www.brookings.edu/articles/mobilizing-the-indo-pacific-infrastructure-response-to-chinas-belt-and-road-initiative-in-southeast-asia/,2021,brookings
https://www.brookings.edu/articles/performance-will-determine-prestige-in-us-china-geopolitical-competition/,2021,brookings
https://www.brookings.edu/articles/power-play-how-the-us-benefits-if-china-greens-the-global-south/,2021,brookings
https://www.brookings.edu/articles/stronger-together-a-strategy-to-revitalize-trans-atlantic-power/,2021,brookings
https://www.brookings.edu/articles/the-new-geopolitics-of-fragility-russia-china-and-the-mounting-challenge-for-peacebuilding/,2021,brookings
https://www.ft.com/asia-pacific-economy?page=135,2022,ft
https://www.ft.com/belt-and-road-initiative?page=2,2022,ft
https://www.ft.com/chinese-economy?mhq5j=e1&page=86,2022,ft
https://www.ft.com/chinese-trade?desktop=true&page=52,2022,ft
https://www.ft.com/content/18db2e80-3571-11e7-bce4-9023f8c0fd2e,2022,ft
https://www.ft.com/content/1cd4e5fe-9fd5-11ea-b65d-489c67b0d85d,2022,ft
https://www.ft.com/content/5666fcde-2a5d-4af0-927c-ab971517554d,2022,ft
https://www.ft.com/content/87c2edd1-0608-4785-893c-215e5a3bcaba,2022,ft
https://www.ft.com/content/bcd705ca-e46c-44f4-a1d6-ea8a9d8e2795,2022,ft
https://www.ft.com/content/c51622e1-35c6-4ff8-9559-2350bfd2a5c1,2022,ft
https://www.ft.com/content/da01c562-ad29-4c34-ae5e-a0aafddd377c,2022,ft
https://www.ft.com/content/e00426f4-8ead-11ea-af59-5283fc4c0cb0,2022,ft
https://www.ft.com/content/eb2d89f6-afd1-491e-b753-863e9727f6de,2022,ft
https://www.ft.com/global-trade?page=165,2022,ft
https://www.ft.com/stream/b7a9a6c0-cd60-32d6-b119-11926b9a9f3e,2022,ft
https://www.ft.com/stream/f843a126-e254-4e03-a614-f8f21a38037b?page=35,2022,ft
https://www.ft.com/video/bc00595a-1198-4417-88cc-ea4bd07bf583,2022,ft
https://www.reuters.com/breakingviews/xi-jinping-has-silver-linings-rest-world-2022-10-17/,2022,reuters
https://www.reuters.com/business/energy/chinas-belt-road-energy-projects-set-greenest-year-research-2023-08-02/,2022,reuters
https://www.reuters.com/markets/china-spent-240-bln-bailing-out-belt-road-countries-study-2023-03-27/,2022,reuters
https://www.reuters.com/markets/rates-bonds/china-backed-indonesian-rail-link-seen-taking-40-years-breakeven-2022-02-08/,2022,reuters
https://www.reuters.com/world/africa/chinese-loans-africa-plummet-near-two-decade-low-study-2023-09-19/,2022,reuters
https://www.reuters.com/world/asia-pacific/chinas-xi-says-will-support-pakistan-stabilising-its-financial-situation-2022-11-02/,2022,reuters
https://www.reuters.com/world/china-argentina-pledge-deepen-partnership-expand-trade-2022-02-06/,2022,reuters
https://www.reuters.com/world/china-colombia-sign-belt-road-cooperation-pact-2025-05-14/,2022,reuters
https://www.reuters.com/world/china-host-belt-road-forum-october-foreign-ministry-2023-08-31/,2022,reuters
https://www.reuters.com/world/china-says-willing-work-with-italy-improve-trade-investment-2023-09-07/,2022,reuters
https://www.reuters.com/world/china/china-lent-134-trln-2000-2021-focus-shifts-belt-road-rescue-finance-report-2023-11-06/,2022,reuters
https://www.reuters.com/world/china/china-state-media-says-developed-nations-not-shunning-belt-road-forum-2023-08-12/,2022,reuters
https://www.reuters.com/world/china/china-willing-work-with-us-build-back-better-world-initiative-2022-02-28/,2022,reuters
https://www.reuters.com/world/china/chinas-development-banks-provided-no-green-energy-finance-2022-research-2023-11-14/,2022,reuters
https://www.reuters.com/world/china/chinese-investment-brazil-plunges-78-2022-hits-lowest-since-2009-2023-08-29/,2022,reuters
https://www.reuters.com/world/china/iraq-was-top-target-chinas-belt-road-2021-study-2022-02-02/,2022,reuters
https://www.reuters.com/world/chinas-lending-africa-rises-first-time-seven-years-study-shows-2024-08-29/,2022,reuters
https://www.reuters.com/world/refile-us-aims-raise-200-bln-part-g7-rival-chinas-belt-road-2022-06-26/,2022,reuters
